seqnames,start,end,width,log2FC,seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENTREZID,SYMBOL,GENENAME
12,50763727,50764127,*,-0.402991211,12,50763728,50764127,400,*,*,-0.402991211,Promoter (<=1kb),12,50764078,50809475,45398,1,ENSG00000123268,ENST00000549612,0,466,ATF1,activating transcription factor 1
2,175168239,175168639,*,-0.637978419,2,175168240,175168639,400,*,*,-0.637978419,Promoter (<=1kb),2,175113994,175168382,54389,2,ENSG00000115966,ENST00000437522,0,1386,ATF2,activating transcription factor 2
4,93829278,93829678,*,1.065878534,4,93829279,93829678,400,*,*,1.065878534,Promoter (<=1kb),4,93828753,93830964,2212,1,ENSG00000172238,ENST00000306011,526,474,ATOH1,atonal bHLH transcription factor 1
5,151758520,151758920,*,-0.419306,5,151758521,151758920,400,*,*,-0.419306,Promoter (<=1kb),5,151742822,151758631,15810,2,ENSG00000177556,ENST00000313115,0,475,ATOX1,antioxidant 1 copper chaperone
12,53668058,53668458,*,-0.633228336,12,53668059,53668458,400,*,*,-0.633228336,Promoter (<=1kb),12,53632726,53669212,36487,2,ENSG00000135390,ENST00000550241,754,517,ATP5MC2,ATP synthase membrane subunit c locus 2
7,128862613,128863013,*,-0.4352152,7,128862614,128863013,400,*,*,-0.4352152,Promoter (<=1kb),7,128862856,128865847,2992,1,ENSG00000128524,ENST00000249289,0,9296,ATP6V1F,ATPase H+ transporting V1 subunit F
5,151315950,151316350,*,-0.598209303,5,151315951,151316350,400,*,*,-0.598209303,3' UTR,5,151319422,151319776,355,1,ENSG00000270904,ENST00000604421,-3072,100462840,ATP6V1G1P5,ATPase H+ transporting V1 subunit G1 pseudogene 5
8,53739646,53740046,*,-0.506223323,8,53739647,53740046,400,*,*,-0.506223323,Promoter (<=1kb),8,53715673,53739623,23951,2,ENSG00000047249,ENST00000522159,-24,51606,ATP6V1H,ATPase H+ transporting V1 subunit H
18,79366736,79367136,*,-0.65268842,18,79366737,79367136,400,*,*,-0.65268842,"Intron (ENST00000426216/ENSG00000166377, intron 26 of 29)",18,79372390,79374275,1886,1,ENSG00000166377,ENST00000587410,-5254,374868,ATP9B,ATPase phospholipid transporting 9B (putative)
6,16646458,16646858,*,-0.409179288,6,16646459,16646858,400,*,*,-0.409179288,"Intron (ENST00000244769/ENSG00000124788, intron 4 of 8)",6,16432564,16750092,317529,2,ENSG00000124788,ENST00000483591,103234,6310,ATXN1,ataxin 1
7,105643231,105643631,*,-0.450074556,7,105643232,105643631,400,*,*,-0.450074556,"Intron (ENST00000419735/ENSG00000146776, intron 4 of 11)",7,105613474,105624266,10793,2,ENSG00000146776,ENST00000484475,-18966,222255,ATXN7L1,ataxin 7 like 1
17,65559592,65559992,*,-0.547912012,17,65559593,65559992,400,*,*,-0.547912012,Promoter (<=1kb),17,65558169,65559496,1328,2,ENSG00000168646,ENST00000544103,-97,8313,AXIN2,axin 2
1,33092341,33092741,*,-0.551117247,1,33092342,33092741,400,*,*,-0.551117247,Promoter (<=1kb),1,33093242,33094713,1472,1,ENSG00000142920,ENST00000497280,-501,113451,AZIN2,antizyme inhibitor 2
21,39677383,39677783,*,-0.598173508,21,39677384,39677783,400,*,*,-0.598173508,"Intron (ENST00000416555/ENSG00000225330, intron 1 of 2)",21,39657327,39662889,5563,1,ENSG00000183778,ENST00000380618,20057,10317,B3GALT5,"beta-1,3-galactosyltransferase 5"
3,183275566,183275966,*,1.429635002,3,183275567,183275966,400,*,*,1.429635002,"Intron (ENST00000480551/ENSG00000176597, intron 1 of 2)",3,183265344,183269948,4605,1,ENSG00000176597,ENST00000481531,10223,84002,B3GNT5,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
21,29467665,29468065,*,-1.008197504,21,29467666,29468065,400,*,*,-1.008197504,"Intron (ENST00000422809/ENSG00000156273, intron 2 of 4)",21,29496047,29500386,4340,1,ENSG00000234293,ENST00000429843,-27982,54147,BACH1-IT3,BACH1 intronic transcript 3
9,93891277,93891677,*,0.620180238,9,93891278,93891677,400,*,*,0.620180238,Distal Intergenic,9,93951627,93953431,1805,2,ENSG00000131668,ENST00000401724,61754,56033,BARX1,BARX homeobox 1
14,75546634,75547034,*,0.515078978,14,75546635,75547034,400,*,*,0.515078978,3' UTR,14,75522560,75546993,24434,1,ENSG00000156127,ENST00000555504,24075,10538,BATF,basic leucine zipper ATF-like transcription factor
2,169495887,169496287,*,-0.45004736,2,169495888,169496287,400,*,*,-0.45004736,Promoter (2-3kb),2,169499034,169506490,7457,1,ENSG00000163093,ENST00000472667,-2747,129880,BBS5,Bardet-Biedl syndrome 5
19,44810507,44810907,*,-0.540762792,19,44810508,44810907,400,*,*,-0.540762792,Promoter (1-2kb),19,44809130,44812953,3824,1,ENSG00000187244,ENST00000588603,1378,4059,BCAM,basal cell adhesion molecule (Lutheran blood group)
12,12080383,12080783,*,-1.159299486,12,12080384,12080783,400,*,*,-1.159299486,Promoter (1-2kb),12,12079299,12211084,131786,1,ENSG00000121380,ENST00000298566,1085,79370,BCL2L14,BCL2 like 14
1,147599676,147600076,*,-0.439621832,1,147599677,147600076,400,*,*,-0.439621832,Promoter (<=1kb),1,147600196,147611693,11498,1,ENSG00000116128,ENST00000497938,-120,607,BCL9,BCL9 transcription coactivator
22,23305103,23305503,*,-0.799718638,22,23305104,23305503,400,*,*,-0.799718638,Promoter (<=1kb),22,23306154,23310433,4280,1,ENSG00000186716,ENST00000478978,-651,613,BCR,BCR activator of RhoGEF and GTPase
3,197528322,197528722,*,0.584413546,3,197528323,197528722,400,*,*,0.584413546,"Exon (ENST00000495285/ENSG00000161267, exon 3 of 3)",3,197512328,197533640,21313,2,ENSG00000161267,ENST00000477015,4918,622,BDH1,3-hydroxybutyrate dehydrogenase 1
3,5017889,5018289,*,-0.632085554,3,5017890,5018289,400,*,*,-0.632085554,Distal Intergenic,3,4896969,4980414,83446,2,ENSG00000235831,ENST00000668962,-37476,100507582,BHLHE40-AS1,BHLHE40 antisense RNA 1
12,120086898,120087298,*,-0.483980816,12,120086899,120087298,400,*,*,-0.483980816,"Intron (ENST00000548673/ENSG00000135127, intron 8 of 9)",12,120090755,120093341,2587,1,ENSG00000135127,ENST00000546502,-3457,92558,BICDL1,BICD family like cargo adaptor 1
6,42830569,42830969,*,1.742455442,6,42830570,42830969,400,*,*,1.742455442,"Intron (ENST00000614467/ENSG00000112624, intron 8 of 14)",6,42821056,42868558,47503,1,ENSG00000112624,ENST00000394168,9514,23506,BICRAL,BICRA like chromatin remodeling complex associated protein
10,96219795,96220195,*,1.083925556,10,96219796,96220195,400,*,*,1.083925556,"Intron (ENST00000224337/ENSG00000095585, intron 6 of 16)",10,96215849,96227497,11649,2,ENSG00000095585,ENST00000472763,7302,29760,BLNK,B cell linker
7,43771634,43772034,*,0.618161625,7,43771635,43772034,400,*,*,0.618161625,Promoter (<=1kb),7,43771135,43791847,20713,1,ENSG00000106605,ENST00000453612,500,644,BLVRA,biliverdin reductase A
7,34065133,34065533,*,-0.41722125,7,34065134,34065533,400,*,*,-0.41722125,Promoter (1-2kb),7,34067232,34153098,85867,1,ENSG00000164619,ENST00000476525,-1699,168667,BMPER,BMP binding endothelial regulator
19,20806965,20807365,*,-0.721046205,19,20806966,20807365,400,*,*,-0.721046205,3' UTR,19,20784596,20785152,557,2,ENSG00000269040,ENST00000593398,-21814,100421698,BNIP3P24,BCL2 interacting protein 3 pseudogene 24
3,139101123,139101523,*,-0.9158877,3,139101124,139101523,400,*,*,-0.9158877,Promoter (2-3kb),3,139104185,139125171,20987,1,ENSG00000232416,ENST00000418282,-2662,60467,BPESC1,"blepharophimosis, epicanthus inversus and ptosis candidate 1"
6,3131141,3131541,*,-0.60024553,6,3131142,3131541,400,*,*,-0.60024553,"Intron (ENST00000434640/ENSG00000137274, intron 5 of 7)",6,3126796,3152533,25738,1,ENSG00000137274,ENST00000488487,4346,670,BPHL,biphenyl hydrolase like
17,67872846,67873246,*,-1.088290906,17,67872847,67873246,400,*,*,-1.088290906,Promoter (1-2kb),17,67874920,67891962,17043,1,ENSG00000171634,ENST00000544491,-1674,2186,BPTF,bromodomain PHD finger transcription factor
19,15294584,15294984,*,1.032541683,19,15294585,15294984,400,*,*,1.032541683,"Intron (ENST00000679869/ENSG00000141867, intron 1 of 19)",19,15247047,15280451,33405,2,ENSG00000141867,ENST00000371835,-14134,23476,BRD4,bromodomain containing 4
14,105205678,105206078,*,0.405020278,14,105205679,105206078,400,*,*,0.405020278,Distal Intergenic,14,105210078,105213428,3351,2,ENSG00000185024,ENST00000546997,7350,2972,BRF1,BRF1 RNA polymerase III transcription initiation factor subunit
11,62700409,62700809,*,-1.022370349,11,62700410,62700809,400,*,*,-1.022370349,Promoter (2-3kb),11,62690292,62703131,12840,2,ENSG00000168000,ENST00000682003,2322,26580,BSCL2,"BSCL2 lipid droplet biogenesis associated, seipin"
1,32378478,32378878,*,-0.684398718,1,32378479,32378878,400,*,*,-0.684398718,3' UTR,1,32368025,32374782,6758,2,ENSG00000160058,ENST00000463967,-3697,55108,BSDC1,BSD domain containing 1
8,33643968,33644368,*,-0.554549641,8,33643969,33644368,400,*,*,-0.554549641,Promoter (2-3kb),8,33641581,33641939,359,2,ENSG00000253684,ENST00000521828,-2030,106480331,BUD31P1,BUD31 homolog pseudogene 1
10,73944620,73945020,*,0.698260713,10,73944621,73945020,400,*,*,0.698260713,Distal Intergenic,10,73909969,73922777,12809,2,ENSG00000222047,ENST00000409178,-21844,414236,C10orf55,chromosome 10 putative open reading frame 55
10,73956514,73956914,*,-0.435585813,10,73956515,73956914,400,*,*,-0.435585813,Distal Intergenic,10,73909969,73922777,12809,2,ENSG00000222047,ENST00000409178,-33738,414236,C10orf55,chromosome 10 putative open reading frame 55
10,23359701,23360101,*,-1.169266133,10,23359702,23360101,400,*,*,-1.169266133,Distal Intergenic,10,23316737,23344845,28109,2,ENSG00000179133,ENST00000323327,-14857,256815,C10orf67,chromosome 10 open reading frame 67
12,121002377,121002777,*,-0.802810217,12,121002378,121002777,400,*,*,-0.802810217,3' UTR,12,121003791,121007229,3439,2,ENSG00000157895,ENST00000502891,4452,64897,C12orf43,chromosome 12 open reading frame 43
13,113957434,113957834,*,-0.400493154,13,113957435,113957834,400,*,*,-0.400493154,"Intron (ENST00000636427/ENSG00000283199, intron 6 of 6)",13,113956549,113970409,13861,2,ENSG00000283199,ENST00000637024,12575,100507747,C13orf46,chromosome 13 open reading frame 46
14,96091206,96091606,*,0.490453256,14,96091207,96091606,400,*,*,0.490453256,3' UTR,14,96039384,96086809,47426,1,ENSG00000227051,ENST00000553782,51823,56967,C14orf132,chromosome 14 open reading frame 132
14,96055702,96056102,*,-0.485035229,14,96055703,96056102,400,*,*,-0.485035229,"Intron (ENST00000553764/ENSG00000227051, intron 2 of 2)",14,96039384,96086809,47426,1,ENSG00000227051,ENST00000553782,16319,56967,C14orf132,chromosome 14 open reading frame 132
16,3493508,3493908,*,0.444357785,16,3493509,3493908,400,*,*,0.444357785,Promoter (1-2kb),16,3493484,3495480,1997,2,ENSG00000215131,ENST00000399645,1572,646174,C16orf90,chromosome 16 open reading frame 90
1,184546725,184547125,*,-0.763336084,1,184546726,184547125,400,*,*,-0.763336084,"Intron (ENST00000235307/ENSG00000116667, intron 3 of 5)",1,184539993,184592248,52256,1,ENSG00000116667,ENST00000489143,6733,81563,C1orf21,chromosome 1 open reading frame 21
1,184366330,184366730,*,-0.706564531,1,184366331,184366730,400,*,*,-0.706564531,Distal Intergenic,1,184385753,184386704,952,2,ENSG00000271387,ENST00000605589,19974,118827814,C1orf21-DT,C1orf21 divergent transcript
1,26165872,26166272,*,-0.90735526,1,26165873,26166272,400,*,*,-0.90735526,Promoter (2-3kb),1,26165708,26168581,2874,2,ENSG00000282872,ENST00000635463,2309,110806296,C1orf232,chromosome 1 open reading frame 230
6,31928337,31928737,*,0.733562751,6,31928338,31928737,400,*,*,0.733562751,Promoter (<=1kb),6,31927763,31945624,17862,1,ENSG00000166278,ENST00000383177,575,717,C2,complement C2
20,58179759,58180159,*,-1.56427624,20,58179760,58180159,400,*,*,-1.56427624,Distal Intergenic,20,58150902,58161150,10249,1,ENSG00000124237,ENST00000371168,28858,128602,C20orf85,chromosome 20 open reading frame 85
11,74092493,74092893,*,1.278631841,11,74092494,74092893,400,*,*,1.278631841,Promoter (1-2kb),11,74085522,74091364,5843,2,ENSG00000168014,ENST00000540057,-1130,26005,C2CD3,C2 domain containing 3 centriole elongation regulator
2,190079169,190079569,*,-1.163240448,2,190079170,190079569,400,*,*,-1.163240448,"Exon (ENST00000478197/ENSG00000187699, exon 2 of 2)",2,190089541,190199827,110287,1,ENSG00000187699,ENST00000490033,-9972,84281,C2orf88,chromosome 2 open reading frame 88
19,6696411,6696811,*,-0.435598767,19,6696412,6696811,400,*,*,-0.435598767,Promoter (<=1kb),19,6696614,6697715,1102,2,ENSG00000125730,ENST00000594005,904,718,C3,complement C3
4,158657254,158657654,*,-0.422655973,4,158657255,158657654,400,*,*,-0.422655973,Distal Intergenic,4,158666675,158671887,5213,2,ENSG00000205208,ENST00000379205,14233,201725,C4orf46,chromosome 4 open reading frame 46
5,40882945,40883345,*,0.561595003,5,40882946,40883345,400,*,*,0.561595003,Distal Intergenic,5,40909497,40984643,75147,1,ENSG00000112936,ENST00000313164,-26152,730,C7,complement C7
9,136483185,136483585,*,-0.498113831,9,136483186,136483585,400,*,*,-0.498113831,Promoter (<=1kb),9,136483495,136486066,2572,1,ENSG00000196366,ENST00000354376,0,158055,C9orf163,chromosome 9 putative open reading frame 163
17,51646600,51647000,*,1.175185116,17,51646601,51647000,400,*,*,1.175185116,"Intron (ENST00000570565/ENSG00000154975, intron 6 of 8)",17,51661593,51747788,86196,2,ENSG00000154975,ENST00000575097,100788,56934,CA10,carbonic anhydrase 10
15,63338722,63339122,*,0.670101812,15,63338723,63339122,400,*,*,0.670101812,Promoter (2-3kb),15,63340022,63342074,2053,2,ENSG00000074410,ENST00000558287,2952,771,CA12,carbonic anhydrase 12
22,24084539,24084939,*,1.241432481,22,24084540,24084939,400,*,*,1.241432481,Promoter (2-3kb),22,24087588,24092013,4426,1,ENSG00000099991,ENST00000496016,-2649,23523,CABIN1,calcineurin binding protein 1
22,24155586,24155986,*,-0.530921894,22,24155587,24155986,400,*,*,-0.530921894,Promoter (<=1kb),22,24155838,24178627,22790,1,ENSG00000099991,ENST00000337989,0,23523,CABIN1,calcineurin binding protein 1
4,70318318,70318718,*,-1.987442523,4,70318319,70318718,400,*,*,-1.987442523,Distal Intergenic,4,70334981,70337116,2136,1,ENSG00000145309,ENST00000273936,-16263,85438,CABS1,"calcium binding protein, spermatid associated 1"
19,13245023,13245423,*,0.793228131,19,13245024,13245423,400,*,*,0.793228131,Promoter (<=1kb),19,13228790,13245215,16426,2,ENSG00000141837,ENST00000637777,0,773,CACNA1A,calcium voltage-gated channel subunit alpha1 A
1,181363459,181363859,*,0.475215601,1,181363460,181363859,400,*,*,0.475215601,"Intron (ENST00000524607/ENSG00000198216, intron 1 of 11)",1,181317690,181716129,398440,1,ENSG00000198216,ENST00000524607,45770,777,CACNA1E,calcium voltage-gated channel subunit alpha1 E
17,67066213,67066613,*,-1.17011668,17,67066214,67066613,400,*,*,-1.17011668,Distal Intergenic,17,67044554,67056797,12244,1,ENSG00000108878,ENST00000226021,21660,786,CACNG1,calcium voltage-gated channel auxiliary subunit gamma 1
10,118770598,118770998,*,-0.405724181,10,118770599,118770998,400,*,*,-0.405724181,Distal Intergenic,10,118684556,118755249,70694,2,ENSG00000151893,ENST00000493518,-15350,143384,CACUL1,CDK2 associated cullin domain 1
12,53725022,53725422,*,-0.87248383,12,53725023,53725422,400,*,*,-0.87248383,Promoter (<=1kb),12,53722164,53725267,3104,2,ENSG00000012822,ENST00000547949,0,57658,CALCOCO1,calcium binding and coiled-coil domain 1
7,72462375,72462775,*,1.004061609,7,72462376,72462775,400,*,*,1.004061609,Distal Intergenic,7,71787775,72447151,659377,2,ENSG00000183166,ENST00000431984,-15225,83698,CALN1,calneuron 1
7,72570424,72570824,*,-0.50585523,7,72570425,72570824,400,*,*,-0.50585523,"Intron (ENST00000612372/ENSG00000277149, intron 11 of 11)",7,71787775,72447151,659377,2,ENSG00000183166,ENST00000431984,-123274,83698,CALN1,calneuron 1
5,150270839,150271239,*,-0.66010181,5,150270840,150271239,400,*,*,-0.66010181,Promoter (2-3kb),5,150219894,150273379,53486,2,ENSG00000070808,ENST00000684093,2140,815,CAMK2A,calcium/calmodulin dependent protein kinase II alpha
2,44446524,44446924,*,-0.435592757,2,44446525,44446924,400,*,*,-0.435592757,"Intron (ENST00000378494/ENSG00000143919, intron 3 of 10)",2,44372748,44550790,178043,1,ENSG00000143919,ENST00000428993,73777,79823,CAMKMT,calmodulin-lysine N-methyltransferase
3,48223253,48223653,*,0.477766763,3,48223254,48223653,400,*,*,0.477766763,Promoter (<=1kb),3,48223347,48225491,2145,1,ENSG00000164047,ENST00000296435,0,820,CAMP,cathelicidin antimicrobial peptide
17,78991883,78992283,*,-0.527124238,17,78991884,78992283,400,*,*,-0.527124238,Promoter (2-3kb),17,78993784,78995249,1466,2,ENSG00000171302,ENST00000588096,2966,124583,CANT1,calcium activated nucleotidase 1
19,38736077,38736477,*,-0.640033813,19,38736078,38736477,400,*,*,-0.640033813,Promoter (<=1kb),19,38730458,38735677,5220,2,ENSG00000182472,ENST00000593700,-401,147968,CAPN12,calpain 12
2,30750150,30750550,*,-0.43245506,2,30750151,30750550,400,*,*,-0.43245506,Promoter (<=1kb),2,30743144,30751226,8083,2,ENSG00000162949,ENST00000465450,676,92291,CAPN13,calpain 13
2,31199294,31199694,*,1.767011247,2,31199295,31199694,400,*,*,1.767011247,3' UTR,2,31173056,31217515,44460,2,ENSG00000214711,ENST00000403897,17821,440854,CAPN14,calpain 14
7,2929604,2930004,*,0.592056858,7,2929605,2930004,400,*,*,0.592056858,Promoter (<=1kb),7,2919480,2930060,10581,2,ENSG00000198286,ENST00000355508,56,84433,CARD11,caspase recruitment domain family member 11
19,10860872,10861272,*,-2.321401929,19,10860873,10861272,400,*,*,-2.321401929,"Intron (ENST00000592854/ENSG00000214212, intron 6 of 7)",19,10871553,10923075,51523,1,ENSG00000142453,ENST00000327064,-10281,10498,CARM1,coactivator associated arginine methyltransferase 1
19,10861332,10861732,*,0.533111956,19,10861333,10861732,400,*,*,0.533111956,"Intron (ENST00000592854/ENSG00000214212, intron 6 of 7)",19,10871553,10923075,51523,1,ENSG00000142453,ENST00000327064,-9821,10498,CARM1,coactivator associated arginine methyltransferase 1
11,3028600,3029000,*,0.534329692,11,3028601,3029000,400,*,*,0.534329692,Promoter (<=1kb),11,3029009,3029753,745,1,ENSG00000247473,ENST00000630527,-9,100852407,CARS1-AS1,CARS1 antisense RNA 1
7,100288534,100288934,*,-0.630723609,7,100288535,100288934,400,*,*,-0.630723609,Distal Intergenic,7,100200653,100272218,71566,2,ENSG00000239521,ENST00000649671,-16317,352954,CASTOR3P,"CASTOR family member 3, pseudogene"
9,100543519,100543919,*,0.446772253,9,100543520,100543919,400,*,*,0.446772253,"Intron (ENST00000502978/ENSG00000251349, intron 5 of 9)",9,100578079,100588389,10311,1,ENSG00000170681,ENST00000307584,-34160,347273,CAVIN4,caveolae associated protein 4
X,22282262,22282662,*,-0.597894653,X,22282263,22282662,400,*,*,-0.597894653,"Intron (ENST00000683289/ENSG00000102174, intron 9 of 13)",23,22272913,22274461,1549,1,ENSG00000175809,ENST00000323684,9350,158506,CBLL2,Cbl proto-oncogene like 2
1,52366116,52366516,*,-0.712373968,1,52366117,52366516,400,*,*,-0.712373968,Promoter (<=1kb),1,52350593,52366193,15601,2,ENSG00000154222,ENST00000371586,0,200014,CC2D1B,coiled-coil and C2 domain containing 1B
4,15479537,15479937,*,-1.242273806,4,15479538,15479937,400,*,*,-1.242273806,Promoter (<=1kb),4,15479216,15601549,122334,1,ENSG00000048342,ENST00000650860,322,57545,CC2D2A,coiled-coil and C2 domain containing 2A
16,57535820,57536220,*,-0.533316504,16,57535821,57536220,400,*,*,-0.533316504,Promoter (<=1kb),16,57512181,57536571,24391,2,ENSG00000135736,ENST00000258214,351,92922,CCDC102A,coiled-coil domain containing 102A
16,58266580,58266980,*,-0.466448478,16,58266581,58266980,400,*,*,-0.466448478,"Intron (ENST00000219299/ENSG00000103021, intron 6 of 8)",16,58249988,58252767,2780,1,ENSG00000103021,ENST00000566498,16593,29070,CCDC113,coiled-coil domain containing 113
17,18625040,18625440,*,-0.71987821,17,18625041,18625440,400,*,*,-0.71987821,Promoter (<=1kb),17,18542155,18625447,83293,2,ENSG00000154874,ENST00000285176,7,284047,CCDC144BP,"coiled-coil domain containing 144B, pseudogene"
4,24949139,24949539,*,-1.520019763,4,24949140,24949539,400,*,*,-1.520019763,"Intron (ENST00000389609/ENSG00000181982, intron 1 of 12)",4,24807996,24980148,172153,2,ENSG00000181982,ENST00000389609,30609,91050,CCDC149,coiled-coil domain containing 149
